NAME,TEXT,TRANSLATION,COMMENTS
C4Trial2-10,How do you prove that Beatrice ordered Marrunath?,,DEDUCTION statement after the final ARGUMENT against Beatrice during Trial 2 of Case IV
C4Trial2-10A,Their connection|Their crimes|Their mutual allies|Their evidence,,DEDUCTION field after the final ARGUMENT against Beatrice during Trial 2 of Case IV
C4Trial2-10B,is facilitated through|were committed by|were hidden by|were killed by,,DEDUCTION field after the final ARGUMENT against Beatrice during Trial 2 of Case IV
C4Trial2-10C,a Pact|a weapon|an artifact|a spell,,DEDUCTION field after the final ARGUMENT against Beatrice during Trial 2 of Case IV
C4Trial2-11,Who told you something about demonic pacts?,,PRESENT prompt after the final ARGUMENT against Beatrice during Trial 2 of Case IV
C4Trial2-12,What can I use to obtain Beatrice's Blood Contract?,,PRESENT prompt after the final ARGUMENT against Beatrice during Trial 2 of Case IV
C5CommonDeduce1,How did Sibyl's body end up in the lake?,,DEDUCTION statement in Common Room in Case V
C5CommonDeduce1A,The murderer|Sibyl|Steelwind|von Sanctus,,DEDUCTION field in Common Room in Case V
C5CommonDeduce1B,threw|hid|killed|burned,,DEDUCTION field in Common Room in Case V
C5CommonDeduce1C,Sibyl|Steelwind|von Sanctus|Pierce,,DEDUCTION field in Common Room in Case V
C5CommonDeduce1D,from the balcony|with a spell|inside a vacant room|completely,,DEDUCTION field in Common Room in Case V
C5CommonDeduce2,What's strange about the order of the murders?,,DEDUCTION statement in Common Room in Case V
C5CommonDeduce2A,The murderer|Steelwind|Sibyl|Archeus,,DEDUCTION field in Common Room in Case V
C5CommonDeduce2B,could have|accidentally|purposefully|quickly,,DEDUCTION field in Common Room in Case V
C5CommonDeduce2C,killed Pierce|killed Sibyl|killed von Sanctus|killed Archeus,,DEDUCTION field in Common Room in Case V
C5CommonDeduce2D,second|easily|with magic|with a weapon,,DEDUCTION field in Common Room in Case V
C5AriaArg1,A villain controlled my mind.,,Claim during the ARGUMENT against Aria in Case V
C5AriaArg2,The person responsible was just a sadistic killer.,,Claim during the ARGUMENT against Aria in Case V
C5AriaArg3,The perpetrator didn't need to enter the cathedral to commit the murders.,,Claim during the ARGUMENT against Aria in Case V
C5AriaArg4,Fighting this will put people in danger.,,Claim during the ARGUMENT against Aria in Case V
C5Trial1-1,What event was Beatrice referring to?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-1A,Marrunath|Lucio|Tyrion|Beatrice,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-1B,hid|denied|presented|revealed,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-1C,the Purple Mark|the conspiracy|a contradiction|a lie,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-1D,from Beatrice|despite the evidence|in the testimony|during the massacre,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-2,Why would Marrunath interfere?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-2A,The Purple Mark|The mastermind|Marrunath|Aria,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-2B,is|is not|has been|hasn't been,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-2C,related to|investigating|hiding|lying about,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-2D,a demon|the nobility|the ancient dragons|an urban myth,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-3,How could something demonic control Beatrice?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-3A,Beatrice|Aria|The other murderers|Marrunath,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-3B,lost|killed|forgot|unveiled,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-3C,control of their actions|their memories|the victims|the conspiracy,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-3D,due to a Blood Contract|against their will|during the massacre|before the trial,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-4,What does this tell us about Aria?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-4A,Aria|Beatrice|Marrunath|The mastermind,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-4B,lost|killed|hid|created,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-4C,control of their mind|a forged document|the mastermind|a victim,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-4D,due to a Blood Contract|from the Inquisition|during the investigation|which promised vengeance,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-5,Which demon did Aria make a Blood Contract with?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-5A,The Empress of Discord|Marrunath|Eugene Haroldson|An unknown demon,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-6,Why would Aria sign this contract?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-6A,Aria|Marrunath|The Empress of Discord|The Patron,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-6B,signed the contract|created the contract|helped the Patron|masterminded this scenario,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-6C,because it looked like|to exact revenge on|because she placed her trust in|because she was threatened by,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-6D,a normal document|the nobility|Lord Steelwind|Beatrice,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-7,Who else was responsible for Aria's actions?,,DEDUCTION statement after Beatrice's testimony during Trial 1 of Case V
C5Trial1-7A,Aria|Marrunath|Lucio|The Patron,,DEDUCTION field after Beatrice's testimony during Trial 1 of Case V
C5Trial1-8,What implies that von Sanctus cast [b]Force Cage[/b]?,,PRESENT prompt after Orym's cross-examination during Trial 1 of Case V
C5Trial1-9,How did Aria suffocate von Sanctus?,,DEDUCTION statement after Orym's cross-examination during Trial 1 of Case V
C5Trial1-9A,The fire|Aria|Von Sanctus|The Patron,,DEDUCTION field after Orym's cross-examination during Trial 1 of Case V
C5Trial1-9B,consumed|cast|fled from|tricked,,DEDUCTION field after Orym's cross-examination during Trial 1 of Case V
C5Trial1-9C,all the oxygen|a spell to bypass|von Sanctus|Aria,,DEDUCTION field after Orym's cross-examination during Trial 1 of Case V
C5Trial1-9D,all the oxygen|a spell to bypass|von Sanctus|Aria,,DEDUCTION field after Orym's cross-examination during Trial 1 of Case V
C5Trial1-10,Which spell was cast on Sibyl?,,PRESENT prompt after Theon's cross-examination during Trial 1 of Case V
C5Trial1-11,Why was Sibyl motionless despite being conscious?,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-11A,Sibyl|Aria|Archeus|Rudolf,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-11B,was affected|was blinded|was knocked out|was tricked,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-11C,by a spell|by the Patron|by the afternoon sun|with an illusion,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-12,Which spell did Aria cast on Sibyl?,,PRESENT prompt after Theon's cross-examination during Trial 1 of Case V
C5Trial1-13,How did Sibyl suffocate?,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-13A,Sibyl|Aria|Archeus|Rudolf,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-13B,drowned|wasn't aware of|was choked by|was attacked by,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-13C,in Lake Galakrond|the massacre|a magic spell|Aria,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-14,What's similar about some of the targets?,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-14A,Von Sanctus|Sibyl|Aria|Pierce,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-14B,and Sibyl|and von Sanctus|and Aria|and Pierce,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-14C,are House leaders|are convicted murderers|are friends|are enemies,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-14D,of Pillar Families|of a lesser noble house|of Aria|of the commonfolk,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-15,Why didn't the Patron target Lucio Steelwind?,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-15A,The Patron|Aria|Lucio|Rathallion,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-15B,wanted to frame|wanted to save|wanted to hide|wanted to kill,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-15C,House Steelwind|the victims|Tyrion|Aria,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-15D,or the murders|to make them suffer|from the nobility|using Aria,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-16,Why did the Patron target Garrick Pierce?,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-16A,Pierce|Rudolf|Aria|The Patron,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-16B,knew|hid|created|signed,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-16C,the identity|the Blood Contract|the foundations|the [b]Spell Compendiums[/b],,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-16D,of Celeste's parents|of Aria|of magic|of the Scaled Lord,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5Trial1-17,Who did Pierce originally send that letter to?,,DEDUCTION statement after Theon's cross-examination during Trial 1 of Case V
C5Trial1-17A,The Patron|Lloyd von Sanctus|Lucio Steelwind|Coraline Sibyl,,DEDUCTION field after Theon's cross-examination during Trial 1 of Case V
C5FregaManor1,Why did the Divine Edict harm me?,,DEDUCTION statement in Frega Manor in Case V
C5FregaManor1A,Aster|The Patron|Tyrion|Aria,,DEDUCTION field in Frega Manor in Case V
C5FregaManor1B,does not have|has|does not have|has,,DEDUCTION field in Frega Manor in Case V
C5FregaManor1C,a Blood Contract with|a deal with|control of|protection from,,DEDUCTION field in Frega Manor in Case V
C5FregaManor1D,the Empress of Discord|Beatrice|Aria|Tyrion,,DEDUCTION field in Frega Manor in Case V
C5TymoraOffice1,Why are Ruby's memories different from yours?,,DEDUCTION statement in Ruby's Office in Case V
C5TymoraOffice1A,Ruby|Tyrion|Eris|Aria,,DEDUCTION field in Ruby's Office in Case V
C5TymoraOffice1B,signed|destroyed|hid|fabricated,,DEDUCTION field in Ruby's Office in Case V
C5TymoraOffice1C,a Blood Contract|their own death|evidence|a birth certificate,,DEDUCTION field in Ruby's Office in Case V
C5TymoraOffice2,Who is Eris Illmater?,,DEDUCTION statement in Ruby's Office in Case V
C5TymoraOffice2A,Eris Illmater|Aria Steelwind|The Patron|Ruby Tymora,,DEDUCTION field in Ruby's Office in Case V
C5TymoraOffice2B,is|is not|is|is not,,DEDUCTION field in Ruby's Office in Case V
C5TymoraOffice2C,the Empress of Discord|a qualified attorney|the Patron|a noble,,DEDUCTION field in Ruby's Office in Case V
C5Trial2-1,Which phrase did Eris use to mislead me?,,Statement shown after Eris's cross-examination during Trial 2 of Case V
C5Trial2-2,What do I already know about the Patron through the first two murders?,,DEDUCTION statement after Eris's cross-examination during Trial 2 of Case V
C5Trial2-2A,The Patron|Eris|Aria|Beatrice,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-2B,is|is not|is|is not,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-2C,experienced in|guilty of|innocent of|ignorant of,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-2D,using lethal magic|national politics|making deals with demons|physical activity,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-3,Why didn't Eris use Beatrice to kill Pierce?,,DEDUCTION statement after Eris's cross-examination during Trial 2 of Case V
C5Trial2-3A,The murderer|Eris|Beatrice|Aria,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-3B,chose to|was forced to|wasn't able to|forgot to,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-3C,kill Pierce|fight Celeste|betray the Patron|hide the murders,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-3D,personally|reluctantly|quickly|stealthily,,DEDUCTION field after Eris's cross-examination during Trial 2 of Case V
C5Trial2-CelesteRepPre,Who did Eris make a Blood Contract with on the day of the murder?,,The PRESENT prompt that is shown when required to PRESENT Celeste multiple times
C5Trial2-4,Which physical piece of evidence contradicts Celeste's memories?,,PRESENT prompt after Celeste's cross-examination during Trial 2 of Case V
C5Trial2-5,What explains Celeste's contradicting memories of what happened?,,DEDUCTION statement after Celeste's cross-examination during Trial 2 of Case V
C5Trial2-5A,Eris Illmater|Celeste McCoy|Aria Steelwind|Beatrice Frega,,DEDUCTION field after Celeste's cross-examination during Trial 2 of Case V
C5Trial2-5B,changed|destroyed|revealed|hid,,DEDUCTION field after Celeste's cross-examination during Trial 2 of Case V
C5Trial2-5C,the memories of|the crime scene of|the weapon of|the evidence left by,,DEDUCTION field after Celeste's cross-examination during Trial 2 of Case V
C5Trial2-5D,Celeste McCoy|Aria Steelwind|Lloyd von Sanctus|Coraline Sibyl,,DEDUCTION field after Celeste's cross-examination during Trial 2 of Case V
C5Trial2-6,Celeste McCoy's Contract was written without flaw.,,Claim declared by Eris before entering the Court of Azathoth during Trial 2 of Case V
C5ErisArg-1,"Laefe Frega, Miriam Frega, and Lazarick Asclepius encountered an illusion.",,Claim declared by Eris during her ARGUMENT in human form
C5ErisArg-2,What else proves Beatrice didn't disappear until 2:00 PM?,,Claim declared by Eris during her ARGUMENT in human form
C5ErisArg-3,An activated [b]Force Cage[/b] did not trap Aster de Wyverngarde during or after 1:50 PM.,,Claim declared by Eris during her ARGUMENT in human form
C5ErisArg-4,The Empress of Discord made Contracts with multiple knights of the Kingsguard.,,Claim declared by Eris during her ARGUMENT in human form
C5ErisArg-5,It's possible that I have a Blood Contract with everyone present during the massacre.,,Claim declared by Eris during her ARGUMENT in human form
C5TyrionAscend,Beatrice Frega did not go missing before 2:00 PM.,,Claim declared by Tyrion shortly after he awakens his divine soul
C5EmpressIntro,Eris Illmater: The Empress of Discord,,Text that introduces Eris Illmater's true form
C5FinalEris-1,Why did Eris change Celeste's memories?,,DEDUCTION statement while fighting Eris's true form during Case V
C5FinalEris-1A,Eris needed|Celeste wanted|Eris forced|Aria wanted,,DEDUCTION statement while fighting Eris's true form during Case V
C5FinalEris-1B,Celeste to believe|Tyrion to realize|Aria to attack|Aria to believe,,DEDUCTION statement while fighting Eris's true form during Case V
C5FinalEris-1C,the events|the truth|a lie|the victims|the Blood Contract,,DEDUCTION statement while fighting Eris's true form during Case V
C5FinalEris-1D,occurred earlier|never actually happened|was a normal document|quickly and efficiently,,DEDUCTION statement while fighting Eris's true form during Case V
C5FinalEris-2,Celeste McCoy remembered the attack occurring much earlier than it actually did.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-3,An event occurred that required Eris to change Celeste's memories.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-4,Celeste McCoy was the person who gave Aria Steelwind that Blood Contract.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-5,Why would Celeste hand Aria a Blood Contract?,,DEDUCTION statement while fighting Eris's true form during Case V
C5FinalEris-5A,Aria|Eris|Celeste|Beatrice,,DEDUCTION field while fighting Eris's true form during Case V
C5FinalEris-5B,dropped|hid|killed|tricked,,DEDUCTION field while fighting Eris's true form during Case V
C5FinalEris-5C,the Contract|Aria|Garrick Pierce|evidence,,DEDUCTION field while fighting Eris's true form during Case V
C5FinalEris-5D,in front of Celeste|into signing the Contract|from Tyrion|using a spell,,DEDUCTION field while fighting Eris's true form during Case V
C5FinalEris-6,Celeste McCoy is not the Patron described in Aria Steelwind's Blood Contract.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-7,Neither Aria Steelwind nor Beatrice Frega were directly responsible for the death of Garrick Pierce.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-8,"Celeste McCoy did, in fact, observe that Tyrion Cuthbert was dead.",,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-9,Beings of my power are able to resurrect people from the dead.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-10,The Empress of Discord can't resurrect people easily.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-11,What could have created this scenario?,,PRESENT prompt shown after Eris has assumed her true form during Case V
C5FinalEris-12,Beatrice Frega cast [b]Feign Death[/b] on Tyrion Cuthbert.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-13,"Neither the Empress of Discord, Aria Steelwind, nor Beatrice Frega killed Garrick Pierce.",,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-14,Celeste McCoy had complete control of her actions until Pierce died.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-15,Garrick Pierce's death was not an accident. It was intentional and committed with malice.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-16,"Celeste, Tyrion, Beatrice, Aria, and I were the only creatures in the room with Garrick Pierce when he died.",,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-17,Garrick Pierce's death occurred because of Celeste McCoy's actions.,,Claim declared after Eris has assumed her true form during Case V
C5FinalEris-18,Who killed Garrick Pierce?,,PRESENT prompt for the final attack against Eris during Case V
C5FinalEris-19,Celeste McCoy did not bring about the demise of Garrick Pierce by her own hand.,,Claim declared by Tyrion to void Celeste's Blood Contract during Case V
C5Trial3-1,What part of the plan required Aster's physical involvement?,,DEDUCTION statement after Aster takes the stand during Trial 3 of Case V
C5Trial3-1A,Aster|Aria|Celeste|Eris,,DEDUCTION field after Aster takes the stand during Trial 3 of Case V
C5Trial3-1B,was tricked into|was forced to|was allowed to|didn't want to,,DEDUCTION field  after Aster takes the stand during Trial 3 of Case V
C5Trial3-1C,signing|destroying|murdering|hiding,,DEDUCTION field  after Aster takes the stand during Trial 3 of Case V
C5Trial3-1D,the Blood Contract|the crimes|the Force Cage|the victims,,DEDUCTION field  after Aster takes the stand during Trial 3 of Case V
C5Trial3-2,What did Aria think she was signing?,,DEDUCTION statement after Aster takes the stand during Trial 3 of Case V
C5Trial3-2A,Aria|Aster|Eris|Celeste,,DEDUCTION field after Aster takes the stand during Trial 3 of Case V
C5Trial3-2B,signed|cast|destroyed|stole,,DEDUCTION field after Aster takes the stand during Trial 3 of Case V
C5Trial3-2C,a marriage|a demonic|an arcane|an illegal,,DEDUCTION field after Aster takes the stand during Trial 3 of Case V
C5Trial3-2D,license|spell|object|familiar,,DEDUCTION field after Aster takes the stand during Trial 3 of Case V
C5Trial3-3,Who is Celeste's father?,,PRESENT prompt where you realize that Rathallion is the father
